Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,DIS,PSKY,WBD,DIS,PSKY,WBD,DIS,PSKY,WBD,DIS,PSKY,WBD,DIS,PSKY,WBD
Date,,,,,,,,,,,,,,,
2010-01-04,27.29122543334961,10.735099792480469,15.840572357177734,27.869898392498214,10.848100555551099,15.968318939208984,27.12102855445092,10.531697556823737,15.682167053222656,27.657151076524947,10.704966207765546,15.69749641418457,13700400,6710900,2844108
2010-01-05,27.223148345947266,10.682363510131836,16.46397590637207,27.36781659630314,10.833031395783955,16.53551483154297,26.976362285418617,10.584429204847671,15.840572357177734,27.291227427106893,10.682363510131836,15.896780967712402,10307700,5441000,3193041
2010-01-06,27.078481674194336,10.34335708618164,16.70924949645996,27.231660021516713,10.72756063004425,16.760347366333008,26.959343681002895,10.298157091868955,16.40265655517578,27.14656075932279,10.55429278777736,16.607051849365234,10709500,14566200,3873099
2010-01-07,27.086992263793945,10.546762466430664,16.69902992248535,27.11252252986442,10.735097510474068,16.852325439453125,26.840206184313175,10.237893109150068,16.62238121032715,27.03593335478645,10.381027426508938,16.678590774536133,8202100,9000300,2506526
2010-01-08,27.129539489746094,10.659764289855957,16.7501277923584,27.180600018886288,10.88576650938659,16.842105865478516,26.83169451876176,10.45636279518726,16.586612701416016,26.942322418965464,10.539229964357284,16.653039932250977,7657500,6732900,2448598
2010-01-11,26.68702507019043,10.6145601272583,16.693918228149414,27.0104002912573,10.712494408048933,16.842105865478516,26.45725756875347,10.433758709694505,16.61216163635254,26.831693316672965,10.644693696852267,16.78589630126953,11250500,5991400,2361512
2010-01-12,26.227493286132812,10.215291976928711,16.249361038208008,26.482791082327967,10.494027725118539,16.683700561523438,26.108355288455165,10.08722410364675,16.234031677246094,26.397691816929584,10.463894150136966,16.65814971923828,14618300,8138900,2803598
2010-01-13,26.627458572387695,10.539223670959473,16.34644889831543,26.695537658100346,10.591957945706305,16.40265655517578,26.270042966612912,10.17008733993575,15.988758087158203,26.287061520690997,10.313221586383847,16.223812103271484,9620600,7031200,2359164
2010-01-14,26.39769172668457,10.381024360656738,16.213592529296875,26.533849901603112,10.591960064966864,16.48441505432129,26.34663119374001,10.35842436320957,16.17782211303711,26.491299457482647,10.50155863829626,16.22892189025879,9235600,6850300,1634291
2010-01-15,26.0402774810791,9.98928451538086,16.5712833404541,26.508321029082175,10.448821470105896,16.872764587402344,25.878589031185825,9.838616720261234,16.479305267333984,26.389183025546895,10.36595436240028,16.647930145263672,13936400,14344500,4101481
2010-01-19,26.38918113708496,10.117355346679688,16.555952072143555,26.542359486744896,10.222822475585533,16.596832275390625,25.955176354092966,9.913953223605388,16.417987823486328,26.031765528922932,9.996821074535331,16.48441505432129,9662100,6186200,1991835
2010-01-20,26.5423583984375,10.215291976928711,16.428205490112305,26.584907216872445,10.388559853462484,16.525293350219727,26.142392363362138,10.026956953683603,16.310680389404297,26.38066996674462,10.313225556788002,16.438425064086914,13302800,10145000,1887722
2010-01-21,26.048782348632812,9.94408893585205,16.254470825195312,26.73808321012011,10.48649399589957,16.61216163635254,26.014741998370113,9.92902250780575,16.004087448120117,26.499805627680924,10.230358253142656,16.515073776245117,15403600,10630600,2357011
2010-01-22,25.51266098022461,10.019420623779297,15.784363746643066,26.133882832164815,10.328289861974419,16.331119537353516,25.48713233787278,9.861219219040223,15.779253959655762,25.95517584316835,9.891352785731431,16.21870231628418,14459400,15336100,2014927
2010-01-25,25.461597442626953,10.034489631652832,15.753705024719238,25.725403645472124,10.207758223572332,15.983648300170898,25.14673071809579,9.891355332624624,15.646397590637207,25.716893558524458,10.207758223572332,15.86101245880127,11155800,6425300,1784197
2010-01-26,25.240345001220703,10.011889457702637,15.743485450744629,25.47862261308414,10.139957326516889,15.804802894592285,24.95100848079133,9.87628801579553,15.57996940612793,25.359482995585704,9.936555163656228,15.779253959655762,11197300,10398100,1652295
2010-01-27,24.951011657714844,10.019420623779297,15.436893463134766,25.367996314218953,10.139954890544136,15.743485450744629,24.68720536954564,9.72561780970933,15.135411262512207,25.155248941116838,9.966686343239006,15.636178016662598,16121200,7602300,2487347
2010-01-28,24.97654151916504,9.921486854553223,15.467552185058594,25.087169437193744,10.1399554037315,15.57996940612793,24.431907149181896,9.605084029061794,15.191619873046875,25.04462061252123,10.117355407179524,15.406233787536621,17126000,10561500,2016101
2010-01-29,25.1467342376709,9.740687370300293,15.155851364135742,25.376501748017134,10.102290260358984,15.564640045166016,24.89143808604176,9.680420221957178,15.135411262512207,24.99355752057342,9.996823109979072,15.554420471191406,14507900,9468900,2745867
2010-02-01,25.1212100982666,10.011889457702637,15.222278594970703,25.333957470460998,10.011889457702637,15.396014213562012,24.968031730585253,9.665352998283089,15.120081901550293,25.18928919244346,9.793420867097339,15.309146881103516,10894200,9059600,2543904
2010-02-02,25.51266098022461,9.90641975402832,15.079202651977539,25.538191245709854,10.079688310851305,15.28870677947998,24.86590886279916,9.725618343949423,14.982114791870117,25.12971673674644,10.019421174158337,15.191619873046875,10100900,19341800,3919871
2010-02-03,26.167926788330078,10.358428001403809,14.997445106506348,26.270046241195043,10.433762310608687,15.099641799926758,25.350977657944895,10.011891472255561,14.971896171569824,25.461605577342773,10.042025052249269,15.079202651977539,15976200,15527900,4838291
2010-02-04,25.248855590820312,9.831087112426758,14.624424934387207,25.9466666398899,10.222823537591768,14.920797348022461,25.240345502034895,9.763286397691793,14.583545684814453,25.76795964479653,10.072155681759071,14.885027885437012,13407100,16819400,3915370
2010-02-05,25.13822364807129,9.755755424499512,14.542667388916016,25.393519778123697,9.898890464506557,14.578435897827148,24.67017857879759,9.356485320555748,14.149208068847656,25.21481118858044,9.808489726921623,14.578435897827148,11956100,12835900,4797781
2010-02-08,25.08716583251953,9.582484245300293,14.568217277526855,25.487131868759555,9.785885655666732,14.726621627807617,25.07014565584264,9.40168211354674,14.522228240966797,25.325443436595855,9.755752086781298,14.609095573425293,10656800,13207000,3946290
