Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AMZN,CMCSA,DIS,GOOGL,MSFT,NFLX,ORCL,PSKY,SPY,WBD,AMZN,CMCSA,DIS,GOOGL,MSFT,NFLX,ORCL,PSKY,SPY,WBD,AMZN,CMCSA,DIS,GOOGL,MSFT,NFLX,ORCL,PSKY,SPY,WBD,AMZN,CMCSA,DIS,GOOGL,MSFT,NFLX,ORCL,PSKY,SPY,WBD,AMZN,CMCSA,DIS,GOOGL,MSFT,NFLX,ORCL,PSKY,SPY,WBD
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-04,6.695000171661377,6.0231614112854,27.291229248046875,15.566815376281738,23.13005828857422,0.7639999985694885,20.069948196411133,10.735093116760254,85.02796173095703,15.840572357177734,6.83050012588501,6.079950152931712,27.869902288080894,15.635367279386827,23.242158444772716,0.7961429953575134,20.34454720423647,10.848093809560323,85.0729760257919,15.968318939208984,6.6570000648498535,5.945077060765522,27.1210323453585,15.504474554822151,22.861016773353168,0.7565709948539734,19.91649544722444,10.531691007591066,83.66247278803299,15.682167053222656,6.8125,5.945077060765522,27.657154942370354,15.571782727161896,22.883437374765194,0.7931429743766785,19.91649544722444,10.704959550784176,84.30770439311652,15.69749641418457,151998000,27146800,13700400,78169752,38409100,172396000,26795000,6710900,118944600,2844108
2010-01-05,6.734499931335449,5.941527843475342,27.223148345947266,15.49826431274414,23.137521743774414,0.7358570098876953,20.04572296142578,10.682360649108887,85.25301361083984,16.46397590637207,6.77400016784668,6.026710958291539,27.36781659630314,15.593888656095245,23.242149752470024,0.7657139897346497,20.06995283493677,10.833028494408111,85.29052932812519,16.53551483154297,6.5904998779296875,5.874090957046811,26.976362285418617,15.43741331835948,22.898374453207797,0.7258570194244385,19.666130852505283,10.584426370054151,84.66780505539535,15.840572357177734,6.671500205993652,6.008964729903872,27.291227427106893,15.577495830390257,23.05531575353607,0.7652860283851624,19.964958256847762,10.682360649108887,84.97541790966966,15.896780967712402,177038000,35493000,10307700,120067812,49749600,237531000,28669900,5441000,111579900,3193041
2010-01-06,6.612500190734863,5.898936748504639,27.07847785949707,15.107573509216309,22.99553680419922,0.761713981628418,19.754966735839844,10.343355178833008,85.31305694580078,16.70924949645996,6.736499786376953,5.962823578227777,27.231656185240357,15.544710813238913,23.227210643078266,0.7672860026359558,20.12648368727144,10.727558651847236,85.52313127519342,16.760347366333008,6.582499980926514,5.866992995155453,26.959339883089264,15.060382727732327,22.808702741296262,0.7197139859199524,19.690355293041954,10.298155192855347,85.10298261640813,16.40265655517578,6.730000019073486,5.9557254929086945,27.14655693503484,15.544710813238913,23.07774282258359,0.7361429929733276,20.005337424582684,10.5542908415315,85.17050405481456,16.607051849365234,143576000,27741400,10709500,158988852,58182400,232904000,24560700,14566200,116074400,3873099
2010-01-07,6.5,6.0231614112854,27.08698844909668,14.755876541137695,22.756380081176758,0.74857097864151,19.690353393554688,10.54676342010498,85.67321014404297,16.69902992248535,6.616000175476074,6.055105163083351,27.112518711571692,15.15079137657692,22.943214067309803,0.7757139801979065,19.876112621579832,10.735098481178284,85.77824733532898,16.852325439453125,6.440000057220459,5.874090795220033,26.840202404371123,14.719863244637729,22.56207256454677,0.7462859749794006,19.44806089155063,10.237894034895362,84.9154369291102,16.62238121032715,6.600500106811523,5.930879536866344,27.035929547279878,15.135888376330074,22.890899353831188,0.7731429934501648,19.754964830119647,10.381028365196926,85.15552275549217,16.678590774536133,220604000,30214800,8202100,256315428,50559700,99554000,30469700,9000300,131091100,2506526
2010-01-08,6.676000118255615,6.005414962768555,27.129539489746094,14.952588081359863,22.9133243560791,0.7614290118217468,19.932645797729492,10.659759521484375,85.9582748413086,16.7501277923584,6.684000015258789,6.0586543214842425,27.180600018886288,14.983137099253128,23.07773778237048,0.7742859721183777,19.9891806075199,10.885761639918725,85.99579056163111,16.842105865478516,6.451499938964844,5.966372450455301,26.83169451876176,14.631936502934911,22.59944314193704,0.7465710043907166,19.58535877706495,10.456358117802111,85.27553337938174,16.586612701416016,6.5279998779296875,6.0089643436129565,26.942322418965464,14.703716993127122,22.629337269679365,0.7498570084571838,19.60958864145714,10.539225249903636,85.44809195503672,16.653039932250977,196610000,25454000,7657500,188783028,51197400,81809000,23542400,6732900,126402800,2448598
2010-01-11,6.515500068664551,5.966373920440674,26.68702507019043,14.929987907409668,22.621868133544922,0.7604290246963501,19.940725326538086,10.614562034606934,86.07833099365234,16.693918228149414,6.639999866485596,6.033810819148964,27.0104002912573,15.01319293600373,22.988062716963213,0.7704290151596069,20.02956509467949,10.712496332995546,86.37843389620265,16.842105865478516,6.4604997634887695,5.937979543664869,26.45725756875347,14.754387114348589,22.50976798358924,0.7528570294380188,19.682279563838982,10.43376058455462,85.71069520706509,16.61216163635254,6.63100004196167,5.987670210754034,26.831693316672965,15.01319293600373,22.95069505002416,0.765999972820282,19.940725326538086,10.644695609615653,86.34092389543184,16.78589630126953,175588000,38109200,11250500,288227484,68754700,67837000,19002400,5991400,106375700,2361512
2010-01-12,6.367499828338623,5.859894752502441,26.227489471435547,14.66596508026123,22.472394943237305,0.7481430172920227,19.835735321044922,10.215290069580078,85.27555847167969,16.249361038208008,6.491000175476074,5.945077876662359,26.48278723049853,14.856715894752476,22.719015784342172,0.7582859992980957,19.876118443513032,10.49402576572575,85.68820289617157,16.683700561523438,6.327499866485596,5.824401614858652,26.108351491086104,14.604368226451106,22.35282128848527,0.7451429963111877,19.63382433008021,10.087222220210315,84.94543835280864,16.234031677246094,6.44950008392334,5.945077876662359,26.397687977477535,14.844048582268174,22.53218177061332,0.7528570294380188,19.835735321044922,10.463892196370567,85.50813997864961,16.65814971923828,181926000,36282000,14618300,193937868,65912100,63301000,26204600,8138900,163333500,2803598
2010-01-13,6.45550012588501,5.952177047729492,26.627460479736328,14.581767082214355,22.681652069091797,0.7708569765090942,20.029558181762695,10.539226531982422,85.99579620361328,16.34644889831543,6.485499858856201,5.980571424396479,26.695539570325547,14.613806875472434,22.808699269544967,0.7754290103912354,20.18301087807512,10.591960821044728,86.2358819467812,16.40265655517578,6.287499904632568,5.898937676100808,26.270044848359547,14.254162325826552,22.42755766818546,0.755856990814209,19.827647306783405,10.170090100751365,85.05796037497366,15.988758087158203,6.394999980926514,5.920233289357213,26.287063403656685,14.318490847811749,22.61439170265009,0.7612860202789307,19.892258725158467,10.3132243860553,85.49311184914976,16.223812103271484,214464000,31533800,9620600,259604136,51863500,144221000,24912300,7031200,161822000,2359164
