Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,DIS,NFLX,PSKY,WBD,DIS,NFLX,PSKY,WBD,DIS,NFLX,PSKY,WBD,DIS,NFLX,PSKY,WBD,DIS,NFLX,PSKY,WBD
Date,,,,,,,,,,,,,,,,,,,,
2010-01-15,26.0402774810791,0.7278569936752319,9.989287376403809,16.5712833404541,26.508321029082175,0.7407140135765076,10.448824462744456,16.872764587402344,25.878589031185825,0.723285973072052,9.838619538131542,16.479305267333984,26.389183025546895,0.7245709896087646,10.36595733130494,16.647930145263672,13936400,130312000,14344500,4101481
2010-01-19,26.389177322387695,0.7314289808273315,10.117355346679688,16.555952072143555,26.542355649904877,0.738286018371582,10.222822475585533,16.596832275390625,25.955172602133413,0.7242860198020935,9.913953223605388,16.417987823486328,26.031761765892004,0.7250000238418579,9.996821074535331,16.48441505432129,9662100,53025000,6186200,1991835
2010-01-20,26.542360305786133,0.7319999933242798,10.215290069580078,16.428205490112305,26.58490912727866,0.7492859959602356,10.388557913762131,16.525293350219727,26.142394241968987,0.7221429944038391,10.02695508149995,16.310680389404297,26.380671862474234,0.7265710234642029,10.313223631153695,16.438425064086914,13302800,96852000,10145000,1887722
2010-01-21,26.048782348632812,0.7312859892845154,9.944086074829102,16.254470825195312,26.73808321012011,0.7454289793968201,10.486490978820763,16.61216163635254,26.014741998370113,0.7214289903640747,9.929019651117576,16.004087448120117,26.499805627680924,0.7217140197753906,10.230355309756899,16.515073776245117,15403600,86149000,10630600,2357011
2010-01-22,25.512659072875977,0.7269999980926514,10.01941967010498,15.784363746643066,26.133880878373102,0.748429000377655,10.32828887890113,16.331119537353516,25.487130432432693,0.7214289903640747,9.861218280423923,15.779253959655762,25.955173902736927,0.7297139763832092,9.891351844246943,16.21870231628418,14459400,93954000,15336100,2014927
2010-01-25,25.46159553527832,0.7018569707870483,10.034490585327148,15.753705024719238,25.725401718361557,0.7357140183448792,10.207759193714034,15.983648300170898,25.146728834334073,0.6931430101394653,9.891356272695507,15.646397590637207,25.71689163205139,0.7292860150337219,10.207759193714034,15.86101245880127,11155800,137914000,6425300,1784197
2010-01-26,25.240345001220703,0.7135710120201111,10.011889457702637,15.743485450744629,25.47862261308414,0.7178570032119751,10.139957326516889,15.804802894592285,24.95100848079133,0.6937140226364136,9.87628801579553,15.57996940612793,25.359482995585704,0.6959999799728394,9.936555163656228,15.779253959655762,11197300,113435000,10398100,1652295
2010-01-27,24.95100975036621,0.7281429767608643,10.01941967010498,15.436893463134766,25.367994374994456,0.7311429977416992,10.139953925397055,15.743485450744629,24.687203482363348,0.6992859840393066,9.725616883999923,15.135411262512207,25.155247018155546,0.7142860293388367,9.966685394584074,15.636178016662598,16121200,233471000,7602300,2487347
2010-01-28,24.97653579711914,0.9005709886550903,9.921488761901855,15.467552185058594,25.08716368980334,0.9121429920196533,10.139957353079453,15.57996940612793,24.43190155190999,0.8675709962844849,9.605085875583809,15.191619873046875,25.04461487487863,0.8812860250473022,10.117357352182756,15.406233787536621,17126000,773528000,10561500,2016101
2010-01-29,25.146738052368164,0.8892859816551208,9.740687370300293,15.155851364135742,25.37650559756956,0.9224290251731873,10.102290260358984,15.564640045166016,24.89144186201123,0.879285991191864,9.680420221957178,15.135411262512207,24.99356131203416,0.8962860107421875,9.996823109979072,15.554420471191406,14507900,246043000,9468900,2745867
2010-02-01,25.121204376220703,0.8718569874763489,10.011889457702637,15.222278594970703,25.33395169995604,0.8981429934501648,10.011889457702637,15.396014213562012,24.968026043429937,0.8532860279083252,9.665352998283089,15.120081901550293,25.18928345489068,0.8830000162124634,9.793420867097339,15.309146881103516,10894200,189140000,9059600,2543904
2010-02-02,25.512659072875977,0.8835710287094116,9.90641975402832,15.079202651977539,25.538189336452557,0.8878570199012756,10.079688310851305,15.28870677947998,24.865907003802274,0.8695709705352783,9.725618343949423,14.982114791870117,25.12971485802705,0.870714008808136,10.019421174158337,15.191619873046875,10100900,102424000,19341800,3919871
2010-02-03,26.167919158935547,0.8849999904632568,10.35842514038086,14.997445106506348,26.27003858202706,0.898285984992981,10.433759428778218,15.099641799926758,25.350970266736113,0.8761429786682129,10.01188870694684,14.971896171569824,25.461598153879848,0.8835710287094116,10.04202227861758,15.079202651977539,15976200,87612000,15527900,4838291
2010-02-04,25.248855590820312,0.8619999885559082,9.831087112426758,14.624424934387207,25.9466666398899,0.8892859816551208,10.222823537591768,14.920797348022461,25.240345502034895,0.859000027179718,9.763286397691793,14.583545684814453,25.76795964479653,0.87642902135849,10.072155681759071,14.885027885437012,13407100,110264000,16819400,3915370
2010-02-05,25.138225555419922,0.869143009185791,9.755751609802246,14.542667388916016,25.393521704842783,0.8715710043907166,9.898886593840603,14.578435897827148,24.670180450633566,0.8468570113182068,9.356481661981153,14.149208068847656,25.214813101740116,0.8595709800720215,9.80848589160418,14.578435897827148,11956100,110992000,12835900,4797781
2010-02-08,25.087167739868164,0.8700000047683716,9.582484245300293,14.568217277526855,25.48713380651715,0.8815709948539734,9.785885655666732,14.726621627807617,25.07014756189725,0.857142984867096,9.40168211354674,14.522228240966797,25.325445362060464,0.8705710172653198,9.755752086781298,14.609095573425293,10656800,93464000,13207000,3946290
2010-02-09,25.393524169921875,0.8875709772109985,9.816020965576172,14.956565856933594,25.563722701481378,0.8880000114440918,9.944088835664333,15.002554893493652,25.087167462368168,0.8709999918937683,9.574952371735439,14.639755249023438,25.436072991245005,0.8722860217094421,9.778353818178287,14.639755249023438,14376800,88116000,9556200,5386447
2010-02-10,25.55521583557129,0.8784289956092834,9.544821739196777,14.246294975280762,25.606274752225207,0.8918570280075073,9.831091141830742,14.634645462036133,24.70422631671537,0.871999979019165,9.288685920080004,14.230965614318848,24.814854239987817,0.8872860074043274,9.80095755831355,14.425141334533691,24191900,58079000,8884700,8053446
2010-02-11,25.66583824157715,0.9051430225372314,9.61262035369873,14.312724113464355,25.89560575182827,0.9070000052452087,9.785888240954565,14.389370918273926,25.325442831834746,0.8728569746017456,9.386618168131045,14.154317855834961,25.376501737512772,0.8744289875030518,9.522219623159886,14.215636253356934,12389400,72037000,8540600,6643232
2010-02-12,25.589248657226562,0.9025710225105286,9.725618362426758,14.660194396972656,25.69987817806019,0.9025710225105286,9.778351927523055,14.68574333190918,25.410541678679913,0.8868569731712341,9.582484092119262,14.149208068847656,25.410541678679913,0.8999999761581421,9.680418369041629,14.297393798828125,12802700,84084000,9802400,5311689
2010-02-16,25.929641723632812,0.9265710115432739,9.996820449829102,14.787940979003906,25.955171985323368,0.9287139773368835,10.019420444833651,14.849259376525879,25.67434559925995,0.9071429967880249,9.785884768317022,14.517118453979492,25.767954935658814,0.908856987953186,9.891352609073062,14.563106536865234,9061600,99225000,6136000,2650757
2010-02-17,26.261533737182617,0.9215710163116455,10.185154914855957,16.034746170043945,26.321102736238373,0.9255710244178772,10.275555608850194,16.249361038208008,25.853057586409513,0.9061430096626282,10.049553514644176,15.682167053222656,25.989217385422872,0.9255710244178772,10.079687079308922,15.748595237731934,9768600,81340000,8071600,19702293
2010-02-18,26.39769172668457,0.9442859888076782,10.328291893005371,16.14716339111328,26.44024054767156,0.9467139840126038,10.381025465474679,16.29534912109375,26.108355199199302,0.9127140045166016,10.026956166836413,15.92743968963623,26.26153355176603,0.9129999876022339,10.102289739158131,15.952988624572754,8212300,88060000,11409100,4297963
2010-02-19,26.57639503479004,0.9521430134773254,10.418689727783203,16.35666847229004,26.82318270704351,0.9581429958343506,10.546757555576182,16.555952072143555,26.253019820014142,0.9361429810523987,9.861218429414265,16.055187225341797,26.32960898566982,0.9407140016555786,9.883818423012778,16.116504669189453,12595600,88130000,21106800,5625201
2010-02-22,26.482786178588867,0.9324290156364441,10.06462287902832,16.397546768188477,26.780631117631923,0.9614289999008179,10.539227200026447,16.68880844116211,26.431725654924474,0.9115710258483887,10.034489305557377,16.371997833251953,26.6785133165695,0.9577140212059021,10.426226479120682,16.479305267333984,7868200,352982000,12625500,6083726
2010-02-23,26.312591552734375,0.9192860126495361,9.808483123779297,16.387327194213867,26.610438158756054,0.932142972946167,10.132418702439221,16.555952072143555,26.261532644686877,0.9167140126228333,9.76328242619567,15.988758087158203,26.40620090343264,0.9265710115432739,10.05708516438746,16.055187225341797,10228300,130494000,10633700,11183081
2010-02-24,26.71255874633789,0.9241430163383484,9.944086074829102,16.351558685302734,26.80616810674833,0.9340000152587891,9.996820353921644,16.479305267333984,26.389183464308278,0.9165710210800171,9.785884674433238,16.14716339111328,26.423222198827062,0.9244289994239807,9.861218948313509,16.479305267333984,12062100,120057000,5700200,9144670
2010-02-25,26.687023162841797,0.9372860193252563,9.898884773254395,16.039857864379883,26.72957197571136,0.9374290108680725,9.936551186761339,16.264690399169922,26.253018454412945,0.9014289975166321,9.507147750503261,15.917220115661621,26.278547092881418,0.9141430258750916,9.695482691801125,16.259580612182617,10553800,107177000,12728400,14534052
2010-02-26,26.584909439086914,0.9435709714889526,9.78588581085205,15.917220115661621,26.729577706245184,0.9547140002250671,10.011887940297239,16.136943817138672,26.363651993837003,0.9328569769859314,9.748218669537692,15.804802894592285,26.71255752819515,0.9380000233650208,9.883820090892998,16.136943817138672,13449800,86205000,7146900,119175820
2010-03-01,26.8402042388916,0.995714008808136,10.117355346679688,15.784363746643066,26.891263144198266,0.9964290261268616,10.237889618824042,15.942770004272461,26.670005723691613,0.9431430101394653,9.800952523080287,15.743485450744629,26.721064628998278,0.9431430101394653,9.846152515913953,15.881450653076172,8681000,128667000,6531400,15196888
2010-03-02,27.129539489746094,0.9854289889335632,10.170087814331055,15.712825775146484,27.163579842506223,1.0,10.275555650303566,15.891671180725098,26.712554907234672,0.9831429719924927,10.117354255565226,15.687275886535645,26.729575083614737,0.9998570084571838,10.215288520730946,15.866122245788574,14070600,119567000,6642900,11565087
2010-03-03,26.925304412841797,0.9649999737739563,10.456358909606934,15.641287803649902,27.19762076433887,0.9769999980926514,10.501558905652004,15.845682144165039,26.84871523609156,0.9374290108680725,10.102288921195967,15.641287803649902,27.189112298596385,0.9447140097618103,10.200223203881595,15.845682144165039,10345500,220493000,12249900,6157700
2010-03-04,27.716718673706055,0.9715710282325745,10.712493896484375,15.881450653076172,27.96350632694837,0.9795709848403931,10.735093892990367,16.044967651367188,27.163576004574168,0.9591429829597473,10.441291064648736,15.590188980102539,27.248675251317486,0.9599999785423279,10.524158915905597,15.625958442687988,23075400,70630000,16687100,6135782
2010-03-05,28.269861221313477,0.9664289951324463,11.036434173583984,16.121614456176758,28.269861221313477,0.9814289808273315,11.08163490387271,16.14716339111328,27.869895273243472,0.9575710296630859,10.735098366463264,15.912110328674316,27.90393561909327,0.9750000238418579,10.750165516039917,16.024526596069336,19204800,91175000,14665100,5055714
2010-03-08,28.24433708190918,0.9811429977416992,11.081628799438477,16.18804359436035,28.508144965168327,0.9822859764099121,11.187096633053256,16.274911880493164,28.04010144335179,0.9688569903373718,10.94602740171102,16.024526596069336,28.048609909013788,0.9712859988212585,11.096695222274395,16.121614456176758,13176600,60641000,8871800,4766469
2010-03-09,28.346450805664062,0.9991430044174194,10.91533088684082,16.305570602416992,28.37197944230503,1.019286036491394,11.051394802894883,16.34644889831543,27.89542433198833,0.9735710024833679,10.801944770723331,15.789473533630371,28.082642990731692,0.9742860198020935,11.043835536249357,15.840572357177734,11072700,141799000,7036400,3898344
2010-03-10,28.363473892211914,1.0182859897613525,11.14966106414795,16.29534912109375,28.593238138113144,1.022143006324768,11.14966106414795,16.45375633239746,28.167743503639635,1.0010000467300415,10.877534002781108,15.988758087158203,28.235824203363286,1.0038570165634155,10.922888152563308,16.203372955322266,9652900,77448000,8161300,4785648
2010-03-11,28.771953582763672,1.0169999599456787,11.187458992004395,16.499744415283203,28.771953582763672,1.0227140188217163,11.187458992004395,16.525293350219727,28.18476880282405,1.0061429738998413,10.885094806825627,16.106285095214844,28.354967336810418,1.0157140493392944,11.058954339459406,16.19826316833496,11392500,84574000,6584300,3698339
2010-03-12,28.669830322265625,0.9997140169143677,11.036276817321777,16.576391220092773,28.771951382608595,1.0071430206298828,11.225254155146525,16.60194206237793,28.482614870837075,0.9902859926223755,10.900212903402732,16.341339111328125,28.771951382608595,1.0021430253982544,11.179899276876398,16.515073776245117,9610400,93695000,6646700,5096811
2010-03-15,28.695362091064453,0.9942860007286072,10.91533088684082,16.55084228515625,28.720890732910565,0.9997140169143677,10.990922111513376,16.62238121032715,28.38900540384406,0.9879999756813049,10.74903134598735,16.423097610473633,28.52516357080126,0.9997140169143677,10.975804299113673,16.60194206237793,8235900,70126000,6831400,3764485
2010-03-16,28.72088623046875,1.0089999437332153,11.172341346740723,16.576391220092773,28.788966926408037,1.0121430158615112,11.172341346740723,16.61216163635254,28.49963046119859,0.9935709834098816,10.81706442817514,16.428205490112305,28.712377766609467,0.9935709834098816,10.915332021214015,16.48441505432129,8472600,84980000,10303100,2881291
2010-03-17,28.72088623046875,1.0131429433822632,10.960683822631836,16.642820358276367,28.797475390267316,1.0248570442199707,11.300842831569753,16.770566940307617,28.533667562901975,1.0057140588760376,10.930447482301604,16.45375633239746,28.754926578438393,1.0128569602966309,11.210133810579057,16.555952072143555,7858400,43904000,8074800,2462102
2010-03-18,28.746417999267578,1.007714033126831,10.862418174743652,16.632600784301758,28.805986991569362,1.0161429643630981,11.081631875606165,16.714359283447266,28.525162205899047,1.0062860250473022,10.764149864578885,16.545732498168945,28.6698288311272,1.0101430416107178,10.968245752049876,16.69902992248535,8044200,35931000,5526800,1920208
2010-03-19,28.627283096313477,1.0064289569854736,10.56761360168457,16.607051849365234,28.91661962418269,1.0128569602966309,11.058955169127367,16.872764587402344,28.491124921214258,1.0010000467300415,10.56761360168457,16.504854202270508,28.627283096313477,1.0099999904632568,10.56761360168457,16.607051849365234,16729000,99057000,9926200,4454523
2010-03-22,28.89109230041504,1.0412859916687012,10.635644912719727,16.95452117919922,29.095327949258884,1.042857050895691,10.688559060355734,17.0056209564209,28.440065687206257,1.0007139444351196,10.355958524240206,16.44353675842285,28.48261775646024,1.0049999952316284,10.55249513913653,16.586612701416016,11717600,72163000,5845700,3696577
2010-03-23,28.942148208618164,1.0422860383987427,10.77927017211914,17.04138946533203,29.018737384847196,1.0498570203781128,10.794387987997638,17.066938400268555,28.70387221424649,1.0290000438690186,10.628088408876613,16.852325439453125,28.933639742933586,1.042857050895691,10.688561114173623,16.944303512573242,7038000,49791000,6684500,4728895
2010-03-24,29.26552391052246,1.033856987953186,10.76414966583252,17.097597122192383,29.29956426442141,1.0452860593795776,10.907772855302817,17.16913604736328,28.823009048636592,1.032142996788025,10.60540866324983,16.888093948364258,28.85704940253554,1.0418570041656494,10.680999891485921,16.908533096313477,12195200,33999000,8418900,4051186
2010-03-25,29.861215591430664,1.0505709648132324,10.484461784362793,17.066938400268555,30.210121085383015,1.0714290142059326,10.915329849740724,17.312213897705078,29.291051054718295,1.0365710258483887,10.46934397339948,16.98518180847168,29.350623294128038,1.0382859706878662,10.900212038777411,17.164026260375977,32705900,83496000,10887900,3922806
2010-03-26,30.048433303833008,1.0614290237426758,10.529817581176758,17.164026260375977,30.29521773327766,1.0701429843902588,10.650762963040076,17.29688262939453,29.65697575929344,1.0477139949798584,10.431549278189976,17.04138946533203,29.691016110343238,1.0504289865493774,10.620526617574246,17.29688262939453,22909800,54278000,7965300,3761158
2010-03-29,29.920791625976562,1.0557140111923218,10.688560485839844,17.16913604736328,30.14204747453912,1.0714290142059326,10.71123756877026,17.480838775634766,29.759104784575744,1.0521429777145386,10.55249654647442,17.077159881591797,30.022909460215633,1.0700000524520874,10.590292165286089,17.301992416381836,12560500,56021000,7386800,3096952
2010-03-30,29.86972427368164,1.0722860097885132,10.696113586425781,17.49616813659668,29.954825154695744,1.0807139873504639,10.764145521466618,17.557485580444336,29.58038777076704,1.0632859468460083,10.582727508618452,17.046499252319336,29.89525616111921,1.0700000524520874,10.726349921900475,17.174245834350586,17201800,76622000,6439100,4696800
2010-03-31,29.708030700683594,1.0534290075302124,10.537375450134277,17.266223907470703,29.954818329998105,1.0722860097885132,10.733912043485697,17.399080276489258,29.62293308532422,1.05314302444458,10.507139106610312,17.204904556274414,29.844188833018162,1.0614290237426758,10.597848858073501,17.34798240661621,10789500,57148000,6581400,4061166
2010-04-01,30.252676010131836,1.0714290142059326,10.711236000061035,17.276443481445312,30.286716369162164,1.0814290046691895,10.72635381283675,17.312213897705078,29.793140902024362,1.0517139434814453,10.514699387737204,17.10270881652832,29.84420144056985,1.0517139434814453,10.680999653618244,17.291772842407227,14603000,135772000,8667900,3268190
2010-04-05,29.971839904785156,1.142714023590088,11.06651496887207,17.429738998413086,30.24415618219669,1.1437139511108398,11.119428401414577,17.445068359375,29.84419022950708,1.079571008682251,10.658323881379202,17.16913604736328,30.02289717788351,1.0797139406204224,10.718796581682483,17.271333694458008,10607900,166635000,12290300,3877600
2010-04-06,30.184593200683594,1.190999984741211,11.028718948364258,17.69034194946289,30.303731189954807,1.1995710134506226,11.293286822310389,17.715892791748047,29.869724804733398,1.1405709981918335,10.854859400670355,17.342872619628906,29.98886604027135,1.1488569974899292,11.028718948364258,17.358200073242188,12637700,274225000,11180300,4631828
2010-04-07,30.056949615478516,1.1390000581741333,10.938008308410645,17.429738998413086,30.201619522076083,1.1767139434814453,11.09674929801878,17.63413429260254,29.835693768424314,1.1314289569854736,10.847299274476184,17.332651138305664,30.11651862223416,1.1727139949798584,10.9758039194395,17.62391471862793,9242200,252147000,7250200,5457682
2010-04-08,30.35478401184082,1.1690000295639038,11.338638305664062,17.399080276489258,30.422864707856416,1.1714290380477905,11.474702196017219,17.511497497558594,29.903760762669414,1.1324290037155151,10.77170639038086,17.34798240661621,30.022898734430445,1.1324290037155151,10.847297600775104,17.419519424438477,9915900,139125000,15517300,4031616
2010-04-09,30.822847366333008,1.177428960800171,11.474702835083008,17.797649383544922,31.384500427431153,1.1785709857940674,11.572971125711941,17.823198318481445,30.32927179183596,1.1490000486373901,11.293284064211226,17.383750915527344,30.482450194523455,1.1584290266036987,11.331079671513315,17.419519424438477,21346000,115633000,8839000,3411247
2010-04-12,30.542015075683594,1.1882859468460083,11.489823341369629,17.726110458374023,30.91645256320953,1.1892859935760498,11.5805323876433,17.81808853149414,30.465425884713977,1.1649999618530273,11.376437213750394,17.695451736450195,30.754762467680575,1.1757140159606934,11.489823341369629,17.802759170532227,10410800,94304000,7592100,2521595
2010-04-13,30.499454498291016,1.2339999675750732,11.716595649719238,17.864078521728516,30.686673169938228,1.2378569841384888,11.754391263735318,17.87940788269043,30.388824988111633,1.1857140064239502,11.361318031394296,17.629024505615234,30.524983136691517,1.189713954925537,11.474704873442533,17.74144172668457,10922200,174244000,7592100,3229833
2010-04-14,30.805822372436523,1.2510000467300415,11.784624099731445,18.053142547607422,30.81433083958246,1.2728569507598877,11.852656040513095,18.053142547607422,30.43989660607853,1.2259999513626099,11.618323880141988,17.705671310424805,30.54201444316733,1.242285966873169,11.792183364460776,17.81808853149414,9267400,180565000,11249200,3551564
2010-04-15,30.97601890563965,1.2404290437698364,12.026516914367676,17.97649574279785,31.069625023192277,1.2552859783172607,12.049193991643904,18.10424041748047,30.516483799396713,1.2214289903640747,11.671239339547414,17.925395965576172,30.70370252703657,1.2464289665222168,11.73927129226739,18.08380126953125,9185900,119994000,8552600,3454692
2010-04-16,30.490955352783203,1.2187139987945557,11.724152565002441,17.981603622436523,31.069625226398987,1.2414289712905884,12.170139134972585,18.23198890686035,30.36330562923619,1.2025710344314575,11.709034034072022,17.777210235595703,30.82284073848465,1.2351429462432861,11.935806951789699,17.88962745666504,12327500,109718000,11259200,7670853
2010-04-19,30.78028678894043,1.2114289999008179,11.716595649719238,18.058252334594727,30.78028678894043,1.2371430397033691,11.822423224785986,18.165559768676758,30.278206130824998,1.1824289560317993,11.512499766567236,17.83852767944336,30.46542160200236,1.217857003211975,11.68635930268465,17.986713409423828,9840500,134708000,8008900,3697947
2010-04-20,31.09515380859375,1.2438570261001587,12.056751251220703,18.405723571777344,31.188763163060614,1.248857021331787,12.207932942721452,18.441492080688477,30.873894744168993,1.2122859954833984,11.822419809617333,18.058252334594727,30.873894744168993,1.2154289484024048,11.822419809617333,18.119571685791016,16515000,124145000,6580600,3053898
2010-04-21,31.1121768951416,1.2425709962844849,12.170145034790039,18.625446319580078,31.273863729440308,1.2714289426803589,12.177704303919816,18.75319480895996,30.93346663523881,1.2198569774627686,11.905576382380506,18.431272506713867,30.967506993912416,1.26357102394104,11.988726180133305,18.461931228637695,9039700,243117000,6679800,6195862
2010-04-22,31.29938507080078,1.432142972946167,12.419588088989258,18.717424392700195,31.375974236808716,1.4641430377960205,12.47250150103575,18.737863540649414,30.73773226883143,1.2949999570846558,11.89045108495965,18.415943145751953,30.8909106008473,1.2999999523162842,12.04163349804878,18.58456802368164,10494600,904421000,8765900,4670576
2010-04-23,31.307907104492188,1.4247139692306519,12.457381248474121,19.059785842895508,31.358964401154463,1.4365710020065308,12.495177567410222,19.11599349975586,31.05261088237804,1.3765710592269897,12.283522506714492,18.569238662719727,31.316415571846704,1.4287140369415283,12.44226272089968,18.763412475585938,7677100,298179000,5981600,5295642
2010-04-26,31.520647048950195,1.5452860593795776,12.336442947387695,18.906490325927734,31.605744687457086,1.5671429634094238,12.578333759409734,19.11599349975586,31.205778644687673,1.4348570108413696,12.275970244382185,18.86050033569336,31.28236781785061,1.4348570108413696,12.457388353398715,19.090444564819336,9983200,472150000,4453100,4473702
2010-04-27,30.90792465209961,1.4581429958343506,11.981162071228027,18.441492080688477,31.333419213110083,1.5151430368423462,12.283525487171126,18.891159057617188,30.771766522426894,1.4518569707870483,11.84509817360801,18.385284423828125,31.299378869125437,1.5010000467300415,12.192815741496949,18.778743743896484,10931300,342636000,10482000,5026555
2010-04-28,30.882400512695312,1.4198570251464844,12.155023574829102,18.523250579833984,31.10365628827126,1.468000054359436,12.328882397674056,18.625446319580078,30.60157250334155,1.397143006324768,12.026518914077872,18.35973358154297,31.078127649699592,1.4504289627075195,12.253291166329305,18.502809524536133,10930900,227703000,10485900,3411247
2010-04-29,31.673830032348633,1.473857045173645,12.442266464233398,19.161983489990234,31.818496688243027,1.4850000143051147,12.646362322545425,19.248849868774414,31.061116557343446,1.4194289445877075,12.298644734413154,18.66632652282715,31.061116557343446,1.4401429891586304,12.306204000474628,18.696985244750977,10576700,180782000,7775700,8187501
2010-04-30,31.350444793701172,1.4128570556640625,12.253288269042969,19.790496826171875,31.903589116949952,1.4838570356369019,12.55565312292789,19.984670639038086,31.14620594082374,1.4082859754562378,12.200374852147851,19.22330093383789,31.648289739286554,1.4835710525512695,12.464943378405918,19.28972816467285,11456400,130592000,9630200,8488488
2010-05-03,31.963157653808594,1.4570000171661377,12.631240844726562,20.112417221069336,32.32057158345387,1.4830000400543213,12.835336655441981,20.132856369018555,31.350444350112245,1.4142860174179077,12.336436745992453,19.775165557861328,31.444053687762118,1.4279999732971191,12.336436745992453,19.9284610748291,10887500,139741000,11561300,6644211
2010-05-04,31.137697219848633,1.4194289445877075,12.245734214782715,19.86203384399414,31.741898816636976,1.4412859678268433,12.412033782183784,19.984670639038086,30.907929729605232,1.3978569507598877,11.973606339232857,19.662748336791992,31.733390352375995,1.4288569688796997,12.404474514331518,19.969341278076172,13195700,153839000,16238700,5253567
2010-05-05,30.073963165283203,1.4032859802246094,11.777067184448242,19.207971572875977,31.112171190597532,1.452713966369629,12.185258910569658,19.708738327026367,29.85270736700748,1.3744289875030518,11.489821555450565,19.034236907958984,31.00154166832633,1.3930000066757202,11.882894749097273,19.632089614868164,17960000,147497000,20493300,4952776
2010-05-06,28.942148208618164,1.3852859735488892,11.308405876159668,18.559019088745117,30.252672670196286,1.442713975906372,11.716596967481427,19.49923324584961,26.3806715303218,1.285714030265808,10.393755374378685,17.12314796447754,29.920787321959466,1.3871430158615112,11.497383246602917,19.054676055908203,25181500,244489000,29521700,5633616
2010-05-07,28.431549072265625,1.301285982131958,10.741472244262695,18.012264251708984,29.23147775245713,1.4285709857940674,11.338640621492303,18.932039260864258,27.88691650309131,1.2918570041656494,10.469345128867769,17.823198318481445,28.814494861924498,1.385714054107666,11.323522087969128,18.64588737487793,22579800,259084000,27277300,6462014
2010-05-10,30.031417846679688,1.3928569555282593,11.595648765563965,19.28972816467285,30.32075438352883,1.3994289636611938,11.731712670110966,19.75472640991211,29.41019595061739,1.357285976409912,10.99092118199998,18.599897384643555,29.776121666228573,1.3747140169143677,11.37643509762229,18.599897384643555,18282600,185675000,13641500,6039498
