Price,Close,High,Low,Open,Volume
Ticker,PSKY,PSKY,PSKY,PSKY,PSKY
Date,,,,,
2010-02-11,9.612618446350098,9.785886299225893,9.386616305626061,9.522217733748683,8540600
2010-02-12,9.725621223449707,9.778354804058843,9.582486911035847,9.680421216767922,9802400
2010-02-16,9.996817588806152,10.019417577342734,9.785881967662448,9.8913497782343,6136000
2010-02-17,10.185158729553223,10.275559457405686,10.049557278553968,10.079690854504788,8071600
2010-02-18,10.328289031982422,10.38102258984409,10.026953389285971,10.102286940739663,11409100
2010-02-19,10.418692588806152,10.546760451767181,9.86122113735288,9.883821137157462,21106800
2010-02-22,10.06462574005127,10.539230195962933,10.034492158014398,10.426229442934984,12625500
2010-02-23,9.808489799499512,10.13242559863219,9.763289071151982,10.057092009307913,10633700
2010-02-24,9.944089889526367,9.996824188848553,9.785888428442124,9.861222731221728,5700200
2010-02-25,9.89888858795166,9.936555015973973,9.507151414238253,9.69548642811407,12728400
2010-02-26,9.785889625549316,10.011891843093805,9.748222469551694,9.883823943766636,7146900
2010-03-01,10.11735725402832,10.237891548896092,9.800954370779884,9.846154372134764,6531400
2010-03-02,10.170089721679688,10.27555757743216,10.117356153023946,10.215290436556744,6642900
2010-03-03,10.456360816955566,10.501560821245585,10.10229076395855,10.20022506450841,12249900
2010-03-04,10.712495803833008,10.735095804362906,10.44129292370998,10.524160789721378,16687100
2010-03-05,11.036429405212402,11.081630115971823,10.735093728286007,10.750160871352788,14665100
2010-03-08,11.08163070678711,11.18709855855481,10.9460292857202,11.09669713221623,8871800
2010-03-09,10.91533088684082,11.051394802894883,10.801944770723331,11.043835536249357,7036400
2010-03-10,11.149665832519531,11.149665832519531,10.877538654772206,10.922892823950999,8161300
2010-03-11,11.187457084655762,11.187457084655762,10.88509295102703,11.058952454019519,6584300
2010-03-12,11.036272048950195,11.225249305124747,10.900208193819392,11.179894446450804,6646700
2010-03-15,10.91533088684082,10.990922111513376,10.74903134598735,10.975804299113673,6831400
2010-03-16,11.172341346740723,11.172341346740723,10.81706442817514,10.915332021214015,10303100
2010-03-17,10.960684776306152,11.300843814840846,10.930448433345097,11.21013478595768,8074800
2010-03-18,10.862411499023438,11.081625065163708,10.764143249251461,10.96823901129117,5526800
2010-03-19,10.56761646270752,11.05895816317368,10.56761646270752,10.56761646270752,9926200
2010-03-22,10.635644912719727,10.688559060355734,10.355958524240206,10.55249513913653,5845700
2010-03-23,10.779269218444824,10.794387032985803,10.6280874685778,10.68856016852461,6684500
2010-03-24,10.76414966583252,10.907772855302817,10.60540866324983,10.680999891485921,8418900
2010-03-25,10.48446273803711,10.915330842607116,10.46934492569867,10.900213030268675,10887900
2010-03-26,10.529818534851074,10.650763927668287,10.431550222964237,10.620527579463984,7965300
2010-03-29,10.688556671142578,10.711233745979648,10.552492780337737,10.590288385660328,7386800
2010-03-30,10.696118354797363,10.764150320167118,10.582732226442054,10.726354703751541,6439100
2010-03-31,10.537376403808594,10.733913014947355,10.507140057548119,10.5978498172209,6581400
2010-04-01,10.711236000061035,10.72635381283675,10.514699387737204,10.680999653618244,8667900
2010-04-05,11.066512107849121,11.119425526711932,10.658321125885777,10.718793810555068,12290300
2010-04-06,11.028718948364258,11.293286822310389,10.854859400670355,11.028718948364258,11180300
2010-04-07,10.938010215759277,11.096751233048359,10.847301166007153,10.975805833378859,7250200
2010-04-08,11.338641166687012,11.4747050913725,10.771709108352661,10.847300337820464,15517300
2010-04-09,11.474705696105957,11.572974011236425,11.293286880000474,11.33108249672626,8839000
2010-04-12,11.489824295043945,11.580533348846616,11.376438158013475,11.489824295043945,7592100
2010-04-13,11.716595649719238,11.754391263735318,11.361318031394296,11.474704873442533,7592100
2010-04-14,11.784626960754395,11.85265891805256,11.618326700791247,11.792186227318933,11249200
2010-04-15,12.026522636413574,12.049199724479234,11.67124489255729,11.739276877645901,8552600
2010-04-16,11.72415542602539,12.1701421048288,11.709036891405624,11.93580986446227,11259200
2010-04-19,11.716595649719238,11.822423224785986,11.512499766567236,11.68635930268465,8008900
2010-04-20,12.056753158569336,12.20793487398666,11.822421679895305,11.822421679895305,6580600
2010-04-21,12.170140266418457,12.177699532586445,11.905571717669288,11.988721482843252,6679800
2010-04-22,12.419596672058105,12.472510120672593,11.890459302346537,12.041641819916512,8765900
2010-04-23,12.457387924194336,12.495184263384907,12.283529089266466,12.442269388518108,5981600
2010-04-26,12.336438179016113,12.578328897540757,12.275965499384952,12.457383538278435,4453100
2010-04-27,11.981163024902344,12.283526464912908,11.845099116451937,12.192816712018434,10482000
2010-04-28,12.155025482177734,12.328884332304362,12.026520801261741,12.253293089097946,10485900
2010-04-29,12.442270278930664,12.646366199816812,12.298648505077171,12.306207773456252,7775700
2010-04-30,12.253290176391602,12.55565507734268,12.200376751259974,12.464945318700817,9630200
2010-05-03,12.63124942779541,12.835345377196205,12.33644512873863,12.33644512873863,11561300
2010-05-04,12.24573040008545,12.412029915682151,11.973602609306782,12.404470650184692,16238700
2010-05-05,11.777070999145508,12.185262857483869,11.489825277106405,11.882898598073032,20493300
2010-05-06,11.308406829833984,11.716597955579815,10.393756250917576,11.497384216214304,29521700
2010-05-07,10.741472244262695,11.338640621492303,10.469345128867769,11.323522087969128,27277300
2010-05-10,11.595651626586914,11.731715564705297,10.990923893817005,11.376437904558111,13641500
2010-05-11,11.406672477722168,11.716595203239434,11.331081252570534,11.331081252570534,12360700
2010-05-12,11.663681983947754,11.769508835957499,11.331081452482195,11.474704638625937,10663300
2010-05-13,11.338641166687012,11.731714406493362,11.293286284828051,11.588091214682814,10602400
2010-05-14,11.089190483093262,11.270608558348,10.94556729951475,11.149663174844841,10016700
2010-05-17,11.527615547180176,11.610765301442282,11.02115631464916,11.142101673899933,16496700
2010-05-18,11.270608901977539,11.716595557911633,11.217695475304467,11.648563597394043,12462100
2010-05-19,11.270608901977539,11.414232089934979,10.892654206561033,11.149663514786877,13194100
2010-05-20,10.492024421691895,10.998483867300816,10.461788069158146,10.794387947029382,15329300
2010-05-21,10.824623107910156,10.824623107910156,10.17454123955453,10.235013937964755,15869800
2010-05-24,10.552498817443848,11.066517613763377,10.522262460065734,10.7792718582255,19601200
2010-05-25,10.499582290649414,10.537377185610612,9.955327296689486,10.09139122540232,17879500
2010-05-26,10.7036771774292,11.006041375296572,10.537376904646713,10.658323016328499,13468700
2010-05-27,11.225255012512207,11.240372825829365,10.930450083468028,11.021159126045147,11554000
2010-05-28,11.006040573120117,11.293285494865724,10.938008615536189,11.255490603666956,8752500
2010-06-01,10.643203735351562,11.126985985464394,10.635644468734641,10.801944729850199,10496200
2010-06-02,11.058953285217285,11.058953285217285,10.680998630442495,10.718794240098234,7612100
2010-06-03,11.15722370147705,11.255492016893252,11.028719036770593,11.142105166386207,10217000
2010-06-04,10.529818534851074,11.036277907941704,10.431550222964237,10.801945668689802,15407500
2010-06-07,10.136747360229492,10.75659298561945,10.12162954348151,10.59029339693386,11087800
2010-06-08,10.098807334899902,10.318841418262192,9.939472259114158,10.151918785632068,12724600
2010-06-09,10.356780052185059,10.827198550614426,10.144333478551717,10.235382010108863,18731900
2010-06-10,10.92583179473877,10.98653080398593,10.576812129772959,10.622336748502963,9523700
2010-06-11,10.93342113494873,11.07758184811419,10.720974567935269,10.743736519217936,8761800
2010-06-14,11.100345611572266,11.525238814964691,11.07758365657362,11.130695126100298,9703200
2010-06-15,11.661808967590332,11.68457091668556,11.19897881017768,11.297614887709422,8334800
2010-06-16,11.502473831176758,11.570760401781232,11.343138740962756,11.48729943970316,10247800
2010-06-17,11.472126007080078,11.6011116096739,11.267266988812453,11.555586981398084,5350800
2010-06-18,11.327962875366211,11.570758896062914,11.282438259690968,11.525234280387673,7612500
2010-06-21,11.214151382446289,11.601108072235988,11.161039935310558,11.585933683164008,6078200
2010-06-22,10.903068542480469,11.373486169649276,10.857544652787231,11.229326220835118,7000200
2010-06-23,10.9789457321167,11.176217182027955,10.743736490852186,10.948596222623477,10184400
2010-06-24,10.447826385498047,10.903068915970895,10.356777155814273,10.872719413939372,11163600
2010-06-25,10.72097110748291,10.743733051418612,10.318840054536162,10.478175109264368,13572200
2010-06-28,10.865133285522461,10.978944475790613,10.652686743380267,10.667861858185073,8919400
2010-06-29,10.053282737731934,10.667861095172553,9.93947227919331,10.59198697375397,18555800
2010-06-30,9.81048583984375,10.197441798827846,9.757373670109319,9.977407734468581,11447000
2010-07-01,9.749786376953125,9.87118437588725,9.302130713191678,9.780135876686655,19249300
2010-07-02,9.72702693939209,9.931886673310471,9.544929880524233,9.833250585526368,10420900
2010-07-06,9.80290412902832,10.197447879463995,9.673918491257714,9.924302206085452,8744900
2010-07-07,10.113982200622559,10.167093653852358,9.77255008605089,9.878773716099772,9923400
2010-07-08,10.58439826965332,10.667859938885215,10.189854762373237,10.265728151978667,12154100
2010-07-09,10.652684211730957,10.690621266137795,10.44782527567664,10.599572769714863,5223800
2010-07-12,10.69062328338623,10.774084239958489,10.447827247111102,10.538875760714275,7238300
2010-07-13,11.0775785446167,11.153451934128821,10.804432316323387,10.819607428379312,7538300
2010-07-14,10.865133285522461,11.077580551253957,10.758910376246014,11.001706424408523,8609000
2010-07-15,10.918246269226074,10.97135772778251,10.720974103745949,10.827197744448174,4486400
2010-07-16,10.265728950500488,10.857545342838927,10.20502994465899,10.804433170035697,11279900
2010-07-19,10.516114234924316,10.56922641633586,10.174682090829961,10.31884279576071,8005900
2010-07-20,10.523703575134277,10.531291134276618,10.159509419375519,10.29608186599032,12346600
2010-07-21,10.425064086914062,10.683035225147995,10.341603134257474,10.591986715816471,10689500
2010-07-22,10.774083137512207,10.941005757165815,10.59198612893874,10.637510742876701,9160200
2010-07-23,11.092756271362305,11.206567475264839,10.720974597177342,10.766498499866847,11346100
2010-07-26,11.38107681274414,11.403838763764604,11.024469536673132,11.107931229730458,9530200
2010-07-27,11.29002571105957,11.593520734103157,11.176214534726316,11.517647340136866,7765000
2010-07-28,11.092756271362305,11.259678936265724,10.99412018408253,11.221741868298212,6162200
2010-07-29,11.138283729553223,11.472128420650787,10.872724909851618,11.252094238802727,7816000
2010-07-30,11.214151382446289,11.2824379422432,10.728559354715717,10.895481252453502,7216800
2010-08-02,11.608695030212402,11.75285497511709,11.36589830527254,11.36589830527254,11057800
2010-08-03,11.388660430908203,11.601106921976074,11.161038828683779,11.563169867673814,14300000
2010-08-04,11.866668701171875,11.897018207882216,11.585935583203904,11.783207015026454,20855400
2010-08-05,11.783204078674316,11.957714241463155,11.714917524695602,11.752854579527014,8179200
2010-08-06,11.654223442077637,11.74527197792323,11.39625295230984,11.585937582885522,8412800
2010-08-09,11.798382759094238,11.851494217771133,11.631460101494826,11.75285813480736,5709300
2010-08-10,11.699746131896973,11.843906108852423,11.53282348206225,11.578348104231473,10479900
2010-08-11,10.9789457321167,11.396252030340548,10.910659154859601,11.388664472069896,9232700
2010-08-12,10.751320838928223,10.865131284648248,10.675446726055426,10.766495227349282,11285800
2010-08-13,10.58439826965332,10.758908440565234,10.531286824570602,10.683034327370633,11345200
2010-08-16,10.72097110748291,10.736145495576993,10.387125886343265,10.478175109264368,7032000
2010-08-17,10.728560447692871,11.024467938839605,10.728560447692871,10.849958466992994,8641000
2010-08-18,10.774083137512207,10.91824381199143,10.569224183764353,10.743733636083295,13153900
2010-08-19,10.440241813659668,10.766498872868812,10.349193281536925,10.698213016468815,8582100
2010-08-20,10.326428413391113,10.387127421919157,10.113981883542959,10.311254023053731,7218700
2010-08-23,10.182269096374512,10.440240260813905,10.053283514154815,10.296079563702806,10823500
2010-08-24,10.053282737731934,10.167093196270558,9.893947661624312,9.954646669323477,10989900
2010-08-25,10.296079635620117,10.341604257023004,9.871186545943287,9.909123609847473,12487200
2010-08-26,10.18985652923584,10.493351587460204,10.182268971882907,10.341604058348022,9473300
2010-08-27,10.561639785766602,10.622338806775307,9.984998362594483,10.311256143208336,12934000
2010-08-30,10.379541397094727,10.667862071857282,10.36436628198597,10.523701372681346,7595700
2010-08-31,10.485763549804688,10.538875725253108,10.212618009914248,10.288492132789557,11298400
2010-09-01,11.069993019104004,11.252090055641279,10.667861882520198,10.667861882520198,13036000
2010-09-02,11.343141555786133,11.396253748096905,11.107933002658038,11.107933002658038,6770000
2010-09-03,11.555585861206055,11.676984616976762,11.403838320979355,11.54799902688673,7103300
2010-09-07,11.183802604675293,11.510060312118341,11.115516040457981,11.44177374790103,9449600
2010-09-08,11.351292610168457,11.427424977895367,11.160962416903253,11.176189180869462,8620100
2010-09-09,11.457879066467285,11.625369858644047,11.442652300791147,11.511171294229467,7208900
2010-09-10,11.800475120544434,11.868994124509504,11.442654058755872,11.488333636750006,9194600
2010-09-13,11.975576400756836,12.074548196554677,11.777633535213281,11.94512359636151,8176400
2010-09-14,11.967968940734863,12.066940779506654,11.731959059655601,11.952742168899615,6347300
2010-09-15,11.868993759155273,11.876607142928648,11.617757903051787,11.838540950114009,9859700
2010-09-16,11.60252857208252,11.808085532235186,11.313226587081775,11.770019347830758,22931700
2010-09-17,11.511170387268066,11.716727351387254,11.275161346300212,11.617755560446767,15328000
2010-09-20,11.960349082946777,12.00602864768239,11.488330302255015,11.549235904534465,6990600
2010-09-21,11.884218215942383,12.013642818622621,11.716728151575603,11.998416779158433,9604600
2010-09-22,11.610140800476074,11.922282174681209,11.526395783949724,11.830923776820097,13413000
2010-09-23,11.731956481933594,12.006032506329099,11.389362177491495,11.442654415100717,10455400
2010-09-24,12.310559272766113,12.333399423009196,11.884219240240567,11.90705939048365,11342400
2010-09-27,12.105002403259277,12.280105867304307,12.006031322048218,12.280105867304307,9029800
2010-09-28,12.203975677490234,12.280106612841761,11.830927850218343,12.150682715850103,8657500
2010-09-29,12.04409408569336,12.135452488969364,11.891830080233351,12.120226451449389,6664800
2010-09-30,12.074548721313477,12.356237355725435,11.945124115495528,12.173520521412623,9914900
2010-10-01,12.470438003540039,12.478051388197033,12.097391594027558,12.16590987778353,10470700
2010-10-04,12.478049278259277,12.478049278259277,12.158295163308953,12.424757046776257,12959700
2010-10-05,12.68360424041748,13.262208214850366,12.58463317668088,12.622698635324765,22714300
2010-10-06,13.01859188079834,13.033818652216224,12.630317922271345,12.683610170129096,15225400
2010-10-07,12.927231788635254,13.125175446730964,12.759741671217999,13.08710997298764,7695000
2010-10-08,13.117560386657715,13.429701878232633,12.828259047675312,12.972910443218792,11439200
2010-10-11,13.330734252929688,13.37641311788346,13.049044772820734,13.277442001799464,6107100
2010-10-12,13.627642631530762,13.65048277929715,13.125170997504238,13.292661058144997,9041800
2010-10-13,13.597188949584961,13.856038118657542,13.551508659439861,13.703773389048703,11171300
2010-10-14,13.34595775604248,13.597193629902621,13.254598596409439,13.559126708345278,9103700
2010-10-15,13.353569984436035,13.574352301938841,13.246984065406396,13.521060068476249,9990300
2010-10-18,13.315496444702148,13.40685555099626,13.231750718274522,13.40685555099626,7084500
2010-10-19,13.033812522888184,13.193689191277254,12.881547784523592,13.109943439966314,9745800
2010-10-20,13.323112487792969,13.399244849572591,13.071876710393035,13.117555546619197,11990300
2010-10-21,13.1480131149292,13.475381354768079,12.927229343092014,13.422087668662764,9195500
2010-10-22,13.079496383666992,13.246986498469981,13.010977370314695,13.246986498469981,5242400
2010-10-25,13.140398025512695,13.406860613033265,13.125171260030541,13.216530400819183,7259700
2010-10-26,13.003360748291016,13.170850821400107,12.904389671477544,13.003360748291016,11297200
2010-10-27,12.813033103942871,12.912004200671221,12.660768314401937,12.881552114025826,8689300
2010-10-28,12.835870742797852,12.995747433593575,12.744511596554318,12.965295352915309,7609600
2010-10-29,12.889166831970215,13.010978095361272,12.79019427289948,12.805421043849563,6945500
2010-11-01,12.988136291503906,13.323117949392204,12.904391966110296,13.033816598560005,9050500
2010-11-02,13.208914756774902,13.246980211859382,12.95006559630915,13.140395775939613,11922600
2010-11-03,13.163237571716309,13.22414317875513,12.889161613989504,13.186076266790733,7665900
2010-11-04,13.444927215576172,13.490606063794678,13.246983603823441,13.399248367357666,8993600
2010-11-05,12.950068473815918,13.5210591395815,12.78257840128225,13.49821899019331,17673300
2010-11-08,12.805418014526367,13.018588401084308,12.782579315608897,12.896777166509615,8506100
2010-11-09,12.455208778381348,12.835869179167045,12.40191655460802,12.813029032362394,12179800
2010-11-10,12.805418014526367,12.873937015487689,12.462824461824214,12.470436393393731,11310600
2010-11-11,12.9196138381958,13.06426520109501,12.584633721729734,12.584633721729734,13488900
2010-11-12,12.653154373168945,12.912002150929787,12.577021990484266,12.782578988101577,11164100
2010-11-15,12.729284286499023,12.904389188311752,12.599859681909251,12.714058972862341,10759700
2010-11-16,12.341015815734863,12.721676411439528,12.234431313611136,12.59986513698243,15610100
2010-11-17,12.333398818969727,12.401917814238784,12.234426291534714,12.37146428207283,8585900
2010-11-18,12.599861145019531,12.645541447546938,12.409530907468756,12.417144291223325,14994300
2010-11-19,12.554180145263672,12.58463367506816,12.371463322749419,12.554180145263672,8018100
2010-11-22,12.546567916870117,12.584634832627195,12.386691227003462,12.44759684011043,8696500
2010-11-23,12.363850593566895,12.455209735703276,12.257266137828035,12.310558365697466,8791000
2010-11-24,12.523725509643555,12.554177581124106,12.37146079592901,12.447593152786283,15009100
2010-11-26,12.523725509643555,12.569404342916346,12.363847415032891,12.394300938617372,2390400
2010-11-29,12.485660552978516,12.546566157545078,12.173519148061864,12.37907610801307,10990900
2010-11-30,12.82064437866211,13.056653456714981,12.29533253851464,12.310559305383704,14898400
2010-12-01,13.071877479553223,13.170848539217456,12.995745113293909,13.064264097716881,10084800
2010-12-02,13.163237571716309,13.239368491436675,12.919613691456808,13.05665167032021,7768000
2010-12-03,13.34595775604248,13.376409841183774,13.09472188218234,13.132787351635102,7518300
2010-12-06,13.422085762023926,13.482991371102317,13.216530238949515,13.24698231743658,4785300
2010-12-07,13.658098220825195,13.795136223873309,13.521060217777084,13.581965835564636,17960800
2010-12-08,13.726810455322266,13.856596822624201,13.551217563138227,13.612293415035422,8344900
2010-12-09,13.726810455322266,14.070363032345968,13.51304570176367,14.039824378315785,7558300
2010-12-10,13.780248641967773,13.826056613034723,13.589386464344049,13.757346112597153,7947300
2010-12-13,13.589387893676758,13.925305769351976,13.589387893676756,13.925305769351976,7366300
2010-12-14,13.65809440612793,13.795515381259163,13.505405566330788,13.54357741223943,5062400
2010-12-15,13.58175277709961,13.696269788380889,13.474868971229318,13.58175277709961,5124100
2010-12-16,13.742074012756348,13.749708673058498,13.535942553085988,13.619922360247074,8158900
2010-12-17,14.329935073852539,14.497893294405381,13.780250977201238,13.879500141835768,20131600
2010-12-20,14.444451332092285,14.50552717775209,14.261223795112874,14.413912681180873,5619800
2010-12-21,14.71165657043457,14.772732407241323,14.375738739916018,14.383373401537215,9229200
2010-12-22,14.95595932006836,14.95595932006836,14.726925305235216,14.757462494337016,3747700
2010-12-23,14.795634269714355,15.001765755716375,14.627676090099419,14.97886322804687,4423700
2010-12-27,14.72692584991455,14.772732363342795,14.635311366895257,14.719291188316044,2843700
2010-12-28,14.543693542480469,14.74219032994888,14.45971519651641,14.74219032994888,6131500
2010-12-29,14.650577545166016,14.78799851211446,14.581867061691796,14.58950172165143,3032600
2010-12-30,14.543693542480469,14.673479847511256,14.505521699420665,14.65821198398482,2256700
2010-12-31,14.543693542480469,14.673479847511256,14.474983060042845,14.536060338798485,2632000
2011-01-03,14.719290733337402,14.80326909599958,14.635310914512463,14.711656071974884,8623400
2011-01-04,14.826175689697266,14.849079677816238,14.490257811434118,14.711658661428448,8312000
2011-01-05,14.658222198486328,14.871986998442,14.642952868157069,14.719298063639876,5986300
2011-01-06,14.864343643188477,14.879612964590885,14.505523327207676,14.627674986101677,6975500
2011-01-07,14.696386337280273,15.0017655024068,14.49788951590735,14.864344514059182,6910500
2011-01-10,15.101014137268066,15.162089968255328,14.505523693020251,14.551330202220031,10140300
2011-01-11,14.963594436645508,15.200263119995334,14.841442764196387,15.162091268416033,7261200
2011-01-12,15.101014137268066,15.26897230844237,15.001765001812094,15.116282002892877,7460600
2011-01-13,15.169722557067871,15.28423954250641,15.047569455615958,15.062838775317756,7573300
2011-01-14,15.223165512084961,15.23843337742177,14.994130058081062,15.101013852414606,6615700
2011-01-18,15.627796173095703,15.665969486210491,15.154458739776349,15.169728065022264,19417400
2011-01-19,15.429295539855957,15.70413750241252,15.375854370728325,15.574351181889993,14763900
2011-01-20,15.650701522827148,15.78812254967222,15.406398122286191,15.421667448860784,19439900
2011-01-21,15.803389549255371,15.92554123153946,15.688871072971487,15.803389549255371,8363100
2011-01-24,15.864469528198242,15.925545385270206,15.704144493282277,15.81102687911739,5168300
2011-01-25,15.734678268432617,15.826291297537235,15.436932283435498,15.826291297537235,7273200
2011-01-26,15.711782455444336,15.917914062391848,15.643071919795165,15.772858325336532,6885900
2011-01-27,15.467469215393066,15.81102022068332,15.398758723102478,15.65069670944707,8605200
2011-01-28,14.719290733337402,15.566717758298273,14.673482765162293,15.452200750186021,21634800
2011-01-31,15.139191627502441,15.215536808728775,14.73456318631712,14.902522876247698,13888000
2011-02-01,15.223165512084961,15.398758340840763,15.078109870165424,15.215530851335233,8106500
2011-02-02,15.246068954467773,15.421663249939526,15.085745437575904,15.085745437575904,9549800
2011-02-03,15.459834098815918,15.673600230326738,15.215530780610775,15.25370262801934,14784200
2011-02-04,15.436935424804688,15.55145391873389,15.215536012612054,15.513280602036444,9164300
2011-02-07,15.902641296386719,15.910275960494838,15.429302314826453,15.46747563536704,6313100
2011-02-08,16.09349822998047,16.10876755316754,15.803388370240196,15.895001397036996,5324800
2011-02-09,16.444684982299805,16.50576081739904,15.956076845343166,16.0324220032579,15542100
2011-02-10,16.505756378173828,16.65844519677485,16.223279806710252,16.284355625383135,10423300
2011-02-11,16.750064849853516,16.87985118682208,16.37597516239421,16.37597516239421,7515800
2011-02-14,16.605009078979492,16.772967267283885,16.39124292064068,16.757699400101902,6212100
2011-02-15,16.528667449951172,16.612647290128002,16.353074562457007,16.505764916203404,6243600
2011-02-16,16.872220993041992,16.986738036889502,16.429420688978592,16.589744259132463,13955300
2011-02-17,17.063077926635742,17.192864257724246,16.03242193930501,16.70425612271665,23787300
2011-02-18,17.49061393737793,17.63566963407069,16.864586081137755,16.956199132402407,13684200
2011-02-22,16.78059959411621,17.276840884473174,16.597372107961146,17.261573019415547,11886500
2011-02-23,16.61264419555664,17.10125090666738,16.414147355127184,16.80350637410463,12102700
2011-02-24,16.81877899169922,17.03254374159296,16.467591757188842,16.574474132135713,13884800
2011-02-25,17.97158432006836,18.055562692593035,16.925658889173114,16.97910006882416,16851800
2011-02-28,18.21589469909668,18.338046429933858,17.85707271561942,17.95632190702681,15089500
2011-03-01,17.704376220703125,18.29986529023032,17.650935043300723,18.284597422517397,12453100
2011-03-02,18.231151580810547,18.406745862157038,17.589856108667817,17.68910378407008,13241900
2011-03-03,18.589977264404297,18.834280630244304,18.284598057104287,18.452556257078562,9951800
2011-03-04,18.2922306060791,18.89535579297465,17.87996905507344,18.69685895131901,12473000
2011-03-07,18.032655715942383,18.437282522773625,17.757813767028654,18.422013202020068,7593600
2011-03-08,18.093734741210938,18.208251754780562,17.841796728892636,18.093734741210938,8360000
2011-03-09,18.37681007385254,18.629280756898336,18.147290342475348,18.147290342475348,9029300
2011-03-10,18.124330520629883,18.292643740539525,17.864209161252603,18.070776380624125,11108900
2011-03-11,18.208494186401367,18.399759887767942,17.95602351896715,17.978975928458077,7326900
2011-03-14,18.06313705444336,18.11669122846675,17.703556527300382,18.07078785919553,11786100
2011-03-15,17.711206436157227,18.0172313145552,17.07620426626579,17.298073215130398,14532900
2011-03-16,17.48168182373047,18.0784297561123,17.32101790861453,17.604091730846804,12493200
2011-03-17,17.78770637512207,18.047827789390034,17.711199819294816,17.887163876228676,10042400
2011-03-18,17.77240562438965,18.093732006880483,17.627044766512334,18.093732006880483,12725600
2011-03-21,18.75168800354004,18.820543767140173,18.13963693367678,18.15493853875267,12579400
2011-03-22,18.866445541381836,19.172470321035956,18.744035629520187,18.751686431416697,9552500
2011-03-23,19.027111053466797,19.095965357809366,18.59102406435469,18.78994055257038,8117500
2011-03-24,19.1954288482666,19.287235581819946,18.721089194101925,19.180127239593805,8632700
2011-03-25,18.874099731445312,19.317836106411036,18.843496518365566,19.317836106411036,10195000
2011-03-28,18.690486907958984,18.92765599872002,18.285003045035804,18.88940343736045,12671800
2011-03-29,19.363733291625977,19.478492385594915,18.392104934063987,18.690478870231438,14464000
2011-03-30,19.983442306518555,20.021694865364903,19.294884573351666,19.401994364756284,12092200
2011-03-31,19.157176971435547,19.88398589850428,19.111272143774283,19.87633509389407,14802200
2011-04-01,18.965904235839844,19.48614562419882,18.76698776709616,19.248976605760337,11100800
2011-04-04,19.18012237548828,19.187773177884427,18.904699326192475,19.080664862821102,7396300
2011-04-05,19.149524688720703,19.654466080085243,18.988860722791085,19.027114742889403,12097800
2011-04-06,18.75168800354004,19.37138841669987,18.606325673801827,19.317834258175626,9790300
2011-04-07,18.80524253845215,18.8205441438343,18.323253642845554,18.74403757616494,10428700
2011-04-08,18.568069458007812,18.996504100939152,18.353851406921596,18.90469594783332,7993600
2011-04-11,18.69813346862793,18.774640033225957,18.170239778067035,18.529818734664005,10040000
2011-04-12,18.598670959472656,18.66752670859061,18.40740531397636,18.545116812212264,8440300
2011-04-13,18.70578384399414,18.9353020733074,18.430360801425177,18.71343318696211,7266900
